region,parish,cases_cumul,date
3,Terrebonne,55,4/1/2020
3,Terrebonne,97,4/2/2020
3,Terrebonne,102,4/3/2020
3,Terrebonne,143,4/4/2020
3,Terrebonne,148,4/5/2020
3,Terrebonne,182,4/6/2020
3,Terrebonne,194,4/7/2020
3,Terrebonne,209,4/8/2020
3,Terrebonne,233,4/9/2020
3,Terrebonne,244,4/10/2020
3,Terrebonne,248,4/11/2020
3,Terrebonne,255,4/12/2020
3,Terrebonne,260,4/13/2020
3,Terrebonne,265,4/14/2020
3,Terrebonne,273,4/15/2020
3,Terrebonne,283,4/16/2020
3,Terrebonne,293,4/17/2020
3,Terrebonne,310,4/18/2020
3,Terrebonne,320,4/19/2020
3,Terrebonne,342,4/20/2020
3,Terrebonne,346,4/21/2020
3,Terrebonne,350,4/22/2020
3,Terrebonne,357,4/23/2020
3,Terrebonne,363,4/24/2020
3,Terrebonne,366,4/25/2020
3,Terrebonne,371,4/26/2020
3,Terrebonne,375,4/27/2020
3,Terrebonne,382,4/28/2020
3,Terrebonne,389,4/29/2020
3,Terrebonne,437,4/30/2020
3,Terrebonne,450,5/1/2020
3,Terrebonne,456,5/2/2020
3,Terrebonne,459,5/3/2020
3,Terrebonne,466,5/4/2020
3,Terrebonne,469,5/5/2020
3,Terrebonne,476,5/6/2020
3,Terrebonne,499,5/7/2020
3,Terrebonne,501,5/8/2020
3,Terrebonne,523,5/9/2020
3,Terrebonne,523,5/10/2020
3,Terrebonne,528,5/11/2020
3,Terrebonne,533,5/12/2020
3,Terrebonne,542,5/13/2020
3,Terrebonne,550,5/14/2020
3,Terrebonne,557,5/15/2020
3,Terrebonne,567,5/16/2020
3,Terrebonne,585,5/17/2020
3,Terrebonne,590,5/18/2020
3,Terrebonne,591,5/19/2020
3,Terrebonne,594,5/20/2020
3,Terrebonne,614,5/21/2020
3,Terrebonne,623,5/22/2020
3,Terrebonne,626,5/23/2020
3,Terrebonne,628,5/24/2020
3,Terrebonne,639,5/25/2020
3,Terrebonne,641,5/26/2020
3,Terrebonne,647,5/27/2020
3,Terrebonne,653,5/28/2020
3,Terrebonne,667,5/30/2020
3,Terrebonne,679,5/31/2020
3,Terrebonne,686,6/1/2020
3,Terrebonne,692,6/2/2020
3,Terrebonne,709,6/3/2020
3,Terrebonne,719,6/4/2020
3,Terrebonne,724,6/5/2020
3,Terrebonne,738,6/6/2020
3,Terrebonne,744,6/7/2020
3,Terrebonne,748,6/8/2020
3,Terrebonne,756,6/9/2020
3,Terrebonne,761,6/10/2020
3,Terrebonne,771,6/11/2020
3,Terrebonne,780,6/12/2020
3,Terrebonne,792,6/13/2020
3,Terrebonne,801,6/14/2020
3,Terrebonne,812,6/15/2020
3,Terrebonne,818,6/16/2020
3,Terrebonne,826,6/17/2020
8,Union,,3/14/2020
8,Union,,3/15/2020
8,Union,,3/16/2020
8,Union,,3/17/2020
8,Union,,3/18/2020
8,Union,,3/19/2020
8,Union,,3/20/2020
8,Union,,3/21/2020
8,Union,,3/22/2020
8,Union,,3/23/2020
8,Union,,3/24/2020
8,Union,2,3/25/2020
8,Union,2,3/26/2020
8,Union,4,3/27/2020
8,Union,7,3/28/2020
8,Union,9,3/29/2020
8,Union,9,3/30/2020
8,Union,9,3/31/2020
8,Union,11,4/1/2020
8,Union,13,4/2/2020
8,Union,17,4/3/2020
8,Union,19,4/4/2020
8,Union,19,4/5/2020
8,Union,26,4/6/2020
8,Union,33,4/7/2020
8,Union,35,4/8/2020
8,Union,39,4/9/2020
8,Union,41,4/10/2020
8,Union,45,4/11/2020
8,Union,47,4/12/2020
8,Union,48,4/13/2020
8,Union,50,4/14/2020
8,Union,56,4/15/2020
8,Union,67,4/16/2020
8,Union,71,4/17/2020
8,Union,75,4/18/2020
8,Union,78,4/19/2020
8,Union,79,4/20/2020
8,Union,82,4/21/2020
8,Union,85,4/22/2020
8,Union,89,4/23/2020
8,Union,95,4/24/2020
8,Union,102,4/25/2020
8,Union,102,4/26/2020
8,Union,103,4/27/2020
8,Union,108,4/28/2020
8,Union,114,4/29/2020
8,Union,117,4/30/2020
8,Union,125,5/1/2020
8,Union,131,5/2/2020
8,Union,135,5/3/2020
8,Union,143,5/4/2020
8,Union,144,5/5/2020
8,Union,148,5/6/2020
8,Union,151,5/7/2020
8,Union,153,5/8/2020
8,Union,162,5/9/2020
8,Union,165,5/10/2020
8,Union,169,5/11/2020
8,Union,171,5/12/2020
8,Union,227,5/13/2020
8,Union,231,5/14/2020
8,Union,238,5/15/2020
8,Union,236,5/16/2020
8,Union,242,5/17/2020
8,Union,243,5/18/2020
8,Union,245,5/19/2020
8,Union,245,5/20/2020
8,Union,287,5/21/2020
8,Union,287,5/22/2020
8,Union,287,5/23/2020
8,Union,287,5/24/2020
8,Union,291,5/25/2020
8,Union,295,5/26/2020
8,Union,303,5/27/2020
8,Union,306,5/28/2020
8,Union,313,5/30/2020
8,Union,317,5/31/2020
8,Union,324,6/1/2020
8,Union,324,6/2/2020
8,Union,331,6/3/2020
8,Union,333,6/4/2020
8,Union,343,6/5/2020
8,Union,344,6/6/2020
8,Union,348,6/7/2020
8,Union,349,6/8/2020
8,Union,366,6/9/2020
8,Union,375,6/10/2020
8,Union,383,6/11/2020
8,Union,385,6/12/2020
8,Union,409,6/13/2020
8,Union,411,6/14/2020
8,Union,422,6/15/2020
8,Union,422,6/16/2020
8,Union,435,6/17/2020
4,Vermilion,,3/14/2020
4,Vermilion,,3/15/2020
4,Vermilion,,3/16/2020
4,Vermilion,,3/17/2020
4,Vermilion,,3/18/2020
4,Vermilion,,3/19/2020
4,Vermilion,,3/20/2020
4,Vermilion,,3/21/2020
4,Vermilion,,3/22/2020
4,Vermilion,,3/23/2020
4,Vermilion,,3/24/2020
4,Vermilion,,3/25/2020
4,Vermilion,1,3/26/2020
4,Vermilion,2,3/27/2020
4,Vermilion,3,3/28/2020
4,Vermilion,2,3/29/2020
4,Vermilion,3,3/30/2020
4,Vermilion,8,3/31/2020
4,Vermilion,10,4/1/2020
4,Vermilion,16,4/2/2020
4,Vermilion,18,4/3/2020
4,Vermilion,15,4/4/2020
4,Vermilion,16,4/5/2020
4,Vermilion,17,4/6/2020
4,Vermilion,19,4/7/2020
4,Vermilion,22,4/8/2020
4,Vermilion,22,4/9/2020
4,Vermilion,22,4/10/2020
4,Vermilion,24,4/11/2020
4,Vermilion,26,4/12/2020
4,Vermilion,26,4/13/2020
4,Vermilion,27,4/14/2020
4,Vermilion,27,4/15/2020
4,Vermilion,28,4/16/2020
4,Vermilion,28,4/17/2020
4,Vermilion,30,4/18/2020
4,Vermilion,30,4/19/2020
4,Vermilion,33,4/20/2020
4,Vermilion,33,4/21/2020
4,Vermilion,33,4/22/2020
4,Vermilion,33,4/23/2020
4,Vermilion,33,4/24/2020
4,Vermilion,34,4/25/2020
4,Vermilion,34,4/26/2020
4,Vermilion,35,4/27/2020
4,Vermilion,35,4/28/2020
4,Vermilion,35,4/29/2020
4,Vermilion,35,4/30/2020
4,Vermilion,37,5/1/2020
4,Vermilion,38,5/2/2020
4,Vermilion,38,5/3/2020
4,Vermilion,38,5/4/2020
4,Vermilion,40,5/5/2020
4,Vermilion,40,5/6/2020
4,Vermilion,40,5/7/2020
4,Vermilion,40,5/8/2020
4,Vermilion,41,5/9/2020
4,Vermilion,41,5/10/2020
4,Vermilion,41,5/11/2020
4,Vermilion,41,5/12/2020
4,Vermilion,42,5/13/2020
4,Vermilion,42,5/14/2020
4,Vermilion,43,5/15/2020
4,Vermilion,44,5/16/2020
4,Vermilion,44,5/17/2020
4,Vermilion,45,5/18/2020
4,Vermilion,45,5/19/2020
4,Vermilion,45,5/20/2020
4,Vermilion,50,5/21/2020
4,Vermilion,50,5/22/2020
4,Vermilion,50,5/23/2020
4,Vermilion,50,5/24/2020
4,Vermilion,50,5/25/2020
4,Vermilion,51,5/26/2020
4,Vermilion,53,5/27/2020
4,Vermilion,53,5/28/2020
4,Vermilion,53,5/30/2020
4,Vermilion,53,5/31/2020
4,Vermilion,55,6/1/2020
4,Vermilion,57,6/2/2020
4,Vermilion,58,6/3/2020
4,Vermilion,59,6/4/2020
4,Vermilion,59,6/5/2020
4,Vermilion,61,6/6/2020
4,Vermilion,61,6/7/2020
4,Vermilion,61,6/8/2020
4,Vermilion,61,6/9/2020
4,Vermilion,62,6/10/2020
4,Vermilion,65,6/11/2020
4,Vermilion,69,6/12/2020
4,Vermilion,79,6/13/2020
4,Vermilion,79,6/14/2020
4,Vermilion,81,6/15/2020
4,Vermilion,85,6/16/2020
4,Vermilion,99,6/17/2020
6,Vernon,,3/14/2020
6,Vernon,,3/15/2020
6,Vernon,,3/16/2020
6,Vernon,,3/17/2020
6,Vernon,,3/18/2020
6,Vernon,,3/19/2020
6,Vernon,,3/20/2020
6,Vernon,,3/21/2020
6,Vernon,,3/22/2020
6,Vernon,,3/23/2020
6,Vernon,2,3/24/2020
6,Vernon,2,3/25/2020
6,Vernon,2,3/26/2020
6,Vernon,2,3/27/2020
6,Vernon,2,3/28/2020
6,Vernon,2,3/29/2020
6,Vernon,3,3/30/2020
6,Vernon,3,3/31/2020
6,Vernon,6,4/1/2020
6,Vernon,7,4/2/2020
6,Vernon,8,4/3/2020
6,Vernon,11,4/4/2020
6,Vernon,10,4/5/2020
6,Vernon,10,4/6/2020
6,Vernon,11,4/7/2020
6,Vernon,11,4/8/2020
6,Vernon,11,4/9/2020
6,Vernon,13,4/10/2020
6,Vernon,14,4/11/2020
6,Vernon,14,4/12/2020
6,Vernon,14,4/13/2020
6,Vernon,14,4/14/2020
6,Vernon,14,4/15/2020
6,Vernon,14,4/16/2020
6,Vernon,14,4/17/2020
6,Vernon,14,4/18/2020
6,Vernon,14,4/19/2020
6,Vernon,14,4/20/2020
6,Vernon,14,4/21/2020
6,Vernon,14,4/22/2020
6,Vernon,14,4/23/2020
6,Vernon,15,4/24/2020
6,Vernon,16,4/25/2020
6,Vernon,16,4/26/2020
6,Vernon,16,4/27/2020
6,Vernon,16,4/28/2020
6,Vernon,16,4/29/2020
6,Vernon,16,4/30/2020
6,Vernon,16,5/1/2020
6,Vernon,16,5/2/2020
6,Vernon,16,5/3/2020
6,Vernon,16,5/4/2020
6,Vernon,17,5/5/2020
6,Vernon,17,5/6/2020
6,Vernon,17,5/7/2020
6,Vernon,17,5/8/2020
6,Vernon,18,5/9/2020
6,Vernon,18,5/10/2020
6,Vernon,18,5/11/2020
6,Vernon,18,5/12/2020
6,Vernon,19,5/13/2020
6,Vernon,19,5/14/2020
6,Vernon,19,5/15/2020
6,Vernon,20,5/16/2020
6,Vernon,20,5/17/2020
6,Vernon,21,5/18/2020
6,Vernon,21,5/19/2020
6,Vernon,21,5/20/2020
6,Vernon,22,5/21/2020
6,Vernon,23,5/22/2020
6,Vernon,23,5/23/2020
6,Vernon,23,5/24/2020
6,Vernon,24,5/25/2020
6,Vernon,24,5/26/2020
6,Vernon,24,5/27/2020
6,Vernon,25,5/28/2020
6,Vernon,25,5/30/2020
6,Vernon,26,5/31/2020
6,Vernon,26,6/1/2020
6,Vernon,28,6/2/2020
6,Vernon,28,6/3/2020
6,Vernon,29,6/4/2020
6,Vernon,31,6/5/2020
6,Vernon,33,6/6/2020
6,Vernon,34,6/7/2020
6,Vernon,34,6/8/2020
6,Vernon,39,6/9/2020
6,Vernon,39,6/10/2020
6,Vernon,39,6/11/2020
6,Vernon,43,6/12/2020
6,Vernon,51,6/13/2020
6,Vernon,53,6/14/2020
6,Vernon,54,6/15/2020
6,Vernon,58,6/16/2020
6,Vernon,67,6/17/2020
9,Washington,,3/14/2020
9,Washington,,3/15/2020
9,Washington,,3/16/2020
9,Washington,,3/17/2020
9,Washington,1,3/18/2020
9,Washington,2,3/19/2020
9,Washington,2,3/20/2020
9,Washington,2,3/21/2020
9,Washington,2,3/22/2020
9,Washington,2,3/23/2020
9,Washington,3,3/24/2020
9,Washington,4,3/25/2020
9,Washington,6,3/26/2020
9,Washington,8,3/27/2020
9,Washington,10,3/28/2020
9,Washington,12,3/29/2020
9,Washington,22,3/30/2020
9,Washington,28,3/31/2020
9,Washington,39,4/1/2020
9,Washington,50,4/2/2020
9,Washington,57,4/3/2020
9,Washington,75,4/4/2020
9,Washington,81,4/5/2020
9,Washington,92,4/6/2020
9,Washington,100,4/7/2020
9,Washington,106,4/8/2020
9,Washington,119,4/9/2020
9,Washington,136,4/10/2020
9,Washington,142,4/11/2020
9,Washington,147,4/12/2020
9,Washington,156,4/13/2020
9,Washington,162,4/14/2020
9,Washington,173,4/15/2020
9,Washington,179,4/16/2020
9,Washington,184,4/17/2020
9,Washington,188,4/18/2020
9,Washington,191,4/19/2020
9,Washington,195,4/20/2020
9,Washington,206,4/21/2020
9,Washington,214,4/22/2020
9,Washington,225,4/23/2020
9,Washington,232,4/24/2020
9,Washington,241,4/25/2020
9,Washington,245,4/26/2020
9,Washington,253,4/27/2020
9,Washington,256,4/28/2020
9,Washington,261,4/29/2020
9,Washington,262,4/30/2020
9,Washington,273,5/1/2020
9,Washington,282,5/2/2020
9,Washington,285,5/3/2020
9,Washington,291,5/4/2020
9,Washington,292,5/5/2020
9,Washington,298,5/6/2020
9,Washington,308,5/7/2020
9,Washington,312,5/8/2020
9,Washington,335,5/9/2020
9,Washington,337,5/10/2020
9,Washington,342,5/11/2020
9,Washington,347,5/12/2020
9,Washington,350,5/13/2020
9,Washington,356,5/14/2020
9,Washington,357,5/15/2020
9,Washington,363,5/16/2020
9,Washington,365,5/17/2020
9,Washington,370,5/18/2020
9,Washington,375,5/19/2020
9,Washington,376,5/20/2020
9,Washington,383,5/21/2020
9,Washington,389,5/22/2020
9,Washington,389,5/23/2020
9,Washington,389,5/24/2020
9,Washington,398,5/25/2020
9,Washington,400,5/26/2020
9,Washington,407,5/27/2020
9,Washington,410,5/28/2020
9,Washington,419,5/30/2020
9,Washington,425,5/31/2020
9,Washington,433,6/1/2020
9,Washington,437,6/2/2020
9,Washington,444,6/3/2020
9,Washington,451,6/4/2020
9,Washington,457,6/5/2020
9,Washington,462,6/6/2020
9,Washington,465,6/7/2020
9,Washington,478,6/8/2020
9,Washington,489,6/9/2020
9,Washington,500,6/10/2020
9,Washington,509,6/11/2020
9,Washington,520,6/12/2020
9,Washington,528,6/13/2020
9,Washington,532,6/14/2020
9,Washington,546,6/15/2020
9,Washington,556,6/16/2020
9,Washington,560,6/17/2020
7,Webster,,3/14/2020
7,Webster,,3/15/2020
7,Webster,,3/16/2020
7,Webster,,3/17/2020
7,Webster,,3/18/2020
7,Webster,,3/19/2020
7,Webster,,3/20/2020
7,Webster,,3/21/2020
7,Webster,1,3/22/2020
7,Webster,3,3/23/2020
7,Webster,3,3/24/2020
7,Webster,5,3/25/2020
7,Webster,8,3/26/2020
7,Webster,9,3/27/2020
7,Webster,9,3/28/2020
7,Webster,9,3/29/2020
7,Webster,11,3/30/2020
7,Webster,17,3/31/2020
7,Webster,17,4/1/2020
7,Webster,19,4/2/2020
7,Webster,23,4/3/2020
7,Webster,42,4/4/2020
7,Webster,49,4/5/2020
7,Webster,51,4/6/2020
7,Webster,50,4/7/2020
7,Webster,51,4/8/2020
7,Webster,55,4/9/2020
7,Webster,57,4/10/2020
7,Webster,60,4/11/2020
7,Webster,62,4/12/2020
7,Webster,65,4/13/2020
7,Webster,65,4/14/2020
7,Webster,69,4/15/2020
7,Webster,71,4/16/2020
7,Webster,74,4/17/2020
7,Webster,76,4/18/2020
7,Webster,76,4/19/2020
7,Webster,78,4/20/2020
7,Webster,79,4/21/2020
7,Webster,79,4/22/2020
7,Webster,81,4/23/2020
7,Webster,80,4/24/2020
7,Webster,82,4/25/2020
7,Webster,83,4/26/2020
7,Webster,83,4/27/2020
7,Webster,85,4/28/2020
7,Webster,85,4/29/2020
7,Webster,85,4/30/2020
7,Webster,92,5/1/2020
7,Webster,92,5/2/2020
7,Webster,92,5/3/2020
7,Webster,92,5/4/2020
7,Webster,95,5/5/2020
7,Webster,96,5/6/2020
7,Webster,97,5/7/2020
7,Webster,97,5/8/2020
7,Webster,97,5/9/2020
7,Webster,98,5/10/2020
7,Webster,100,5/11/2020
7,Webster,101,5/12/2020
7,Webster,112,5/13/2020
7,Webster,112,5/14/2020
7,Webster,112,5/15/2020
7,Webster,113,5/16/2020
7,Webster,113,5/17/2020
7,Webster,117,5/18/2020
7,Webster,119,5/19/2020
7,Webster,119,5/20/2020
7,Webster,126,5/21/2020
7,Webster,128,5/22/2020
7,Webster,128,5/23/2020
7,Webster,136,5/24/2020
7,Webster,139,5/25/2020
7,Webster,139,5/26/2020
7,Webster,142,5/27/2020
7,Webster,143,5/28/2020
7,Webster,147,5/30/2020
7,Webster,147,5/31/2020
7,Webster,147,6/1/2020
7,Webster,157,6/2/2020
7,Webster,163,6/3/2020
7,Webster,171,6/4/2020
7,Webster,175,6/5/2020
7,Webster,179,6/6/2020
7,Webster,182,6/7/2020
7,Webster,185,6/8/2020
7,Webster,195,6/9/2020
7,Webster,203,6/10/2020
7,Webster,204,6/11/2020
7,Webster,206,6/12/2020
7,Webster,242,6/13/2020
7,Webster,244,6/14/2020
7,Webster,248,6/15/2020
7,Webster,252,6/16/2020
7,Webster,331,6/17/2020
2,West Baton Rouge,,3/14/2020
2,West Baton Rouge,,3/15/2020
2,West Baton Rouge,,3/16/2020
2,West Baton Rouge,,3/17/2020
2,West Baton Rouge,,3/18/2020
2,West Baton Rouge,1,3/19/2020
2,West Baton Rouge,2,3/20/2020
2,West Baton Rouge,3,3/21/2020
2,West Baton Rouge,3,3/22/2020
2,West Baton Rouge,4,3/23/2020
2,West Baton Rouge,5,3/24/2020
2,West Baton Rouge,7,3/25/2020
2,West Baton Rouge,8,3/26/2020
2,West Baton Rouge,11,3/27/2020
2,West Baton Rouge,12,3/28/2020
2,West Baton Rouge,12,3/29/2020
2,West Baton Rouge,12,3/30/2020
2,West Baton Rouge,13,3/31/2020
2,West Baton Rouge,14,4/1/2020
2,West Baton Rouge,19,4/2/2020
2,West Baton Rouge,23,4/3/2020
2,West Baton Rouge,40,4/4/2020
2,West Baton Rouge,40,4/5/2020
2,West Baton Rouge,45,4/6/2020
2,West Baton Rouge,52,4/7/2020
2,West Baton Rouge,54,4/8/2020
2,West Baton Rouge,57,4/9/2020
2,West Baton Rouge,61,4/10/2020
2,West Baton Rouge,66,4/11/2020
2,West Baton Rouge,68,4/12/2020
2,West Baton Rouge,72,4/13/2020
2,West Baton Rouge,76,4/14/2020
2,West Baton Rouge,78,4/15/2020
2,West Baton Rouge,81,4/16/2020
2,West Baton Rouge,83,4/17/2020
2,West Baton Rouge,86,4/18/2020
2,West Baton Rouge,88,4/19/2020
2,West Baton Rouge,90,4/20/2020
2,West Baton Rouge,90,4/21/2020
2,West Baton Rouge,90,4/22/2020
2,West Baton Rouge,90,4/23/2020
2,West Baton Rouge,93,4/24/2020
2,West Baton Rouge,92,4/25/2020
2,West Baton Rouge,91,4/26/2020
2,West Baton Rouge,94,4/27/2020
2,West Baton Rouge,94,4/28/2020
2,West Baton Rouge,96,4/29/2020
2,West Baton Rouge,98,4/30/2020
2,West Baton Rouge,108,5/1/2020
2,West Baton Rouge,110,5/2/2020
2,West Baton Rouge,110,5/3/2020
2,West Baton Rouge,111,5/4/2020
2,West Baton Rouge,115,5/5/2020
2,West Baton Rouge,118,5/6/2020
2,West Baton Rouge,118,5/7/2020
2,West Baton Rouge,119,5/8/2020
2,West Baton Rouge,122,5/9/2020
2,West Baton Rouge,123,5/10/2020
2,West Baton Rouge,123,5/11/2020
2,West Baton Rouge,124,5/12/2020
2,West Baton Rouge,124,5/13/2020
2,West Baton Rouge,150,5/14/2020
2,West Baton Rouge,150,5/15/2020
2,West Baton Rouge,148,5/16/2020
2,West Baton Rouge,148,5/17/2020
2,West Baton Rouge,148,5/18/2020
2,West Baton Rouge,148,5/19/2020
2,West Baton Rouge,149,5/20/2020
2,West Baton Rouge,152,5/21/2020
2,West Baton Rouge,154,5/22/2020
2,West Baton Rouge,154,5/23/2020
2,West Baton Rouge,154,5/24/2020
2,West Baton Rouge,156,5/25/2020
2,West Baton Rouge,157,5/26/2020
2,West Baton Rouge,158,5/27/2020
2,West Baton Rouge,159,5/28/2020
2,West Baton Rouge,161,5/30/2020
2,West Baton Rouge,166,5/31/2020
2,West Baton Rouge,175,6/1/2020
2,West Baton Rouge,176,6/2/2020
2,West Baton Rouge,176,6/3/2020
2,West Baton Rouge,180,6/4/2020
2,West Baton Rouge,180,6/5/2020
2,West Baton Rouge,183,6/6/2020
2,West Baton Rouge,185,6/7/2020
2,West Baton Rouge,186,6/8/2020
2,West Baton Rouge,192,6/9/2020
2,West Baton Rouge,195,6/10/2020
2,West Baton Rouge,197,6/11/2020
2,West Baton Rouge,200,6/12/2020
2,West Baton Rouge,202,6/13/2020
2,West Baton Rouge,204,6/14/2020
2,West Baton Rouge,204,6/15/2020
2,West Baton Rouge,204,6/16/2020
2,West Baton Rouge,205,6/17/2020
8,West Carroll,,3/14/2020
8,West Carroll,,3/15/2020
8,West Carroll,,3/16/2020
8,West Carroll,,3/17/2020
8,West Carroll,,3/18/2020
8,West Carroll,,3/19/2020
8,West Carroll,,3/20/2020
8,West Carroll,,3/21/2020
8,West Carroll,,3/22/2020
8,West Carroll,,3/23/2020
8,West Carroll,,3/24/2020
8,West Carroll,,3/25/2020
8,West Carroll,,3/26/2020
8,West Carroll,,3/27/2020
8,West Carroll,,3/28/2020
8,West Carroll,,3/29/2020
8,West Carroll,,3/30/2020
8,West Carroll,,3/31/2020
8,West Carroll,,4/1/2020
8,West Carroll,,4/2/2020
8,West Carroll,,4/3/2020
8,West Carroll,,4/4/2020
8,West Carroll,,4/5/2020
8,West Carroll,1,4/6/2020
8,West Carroll,1,4/7/2020
8,West Carroll,1,4/8/2020
8,West Carroll,1,4/9/2020
8,West Carroll,3,4/10/2020
8,West Carroll,4,4/11/2020
8,West Carroll,4,4/12/2020
8,West Carroll,4,4/13/2020
8,West Carroll,4,4/14/2020
8,West Carroll,4,4/15/2020
8,West Carroll,4,4/16/2020
8,West Carroll,4,4/17/2020
8,West Carroll,4,4/18/2020
8,West Carroll,4,4/19/2020
8,West Carroll,4,4/20/2020
8,West Carroll,4,4/21/2020
8,West Carroll,4,4/22/2020
8,West Carroll,4,4/23/2020
8,West Carroll,4,4/24/2020
8,West Carroll,4,4/25/2020
8,West Carroll,4,4/26/2020
8,West Carroll,4,4/27/2020
8,West Carroll,4,4/28/2020
8,West Carroll,4,4/29/2020
8,West Carroll,4,4/30/2020
8,West Carroll,4,5/1/2020
8,West Carroll,4,5/2/2020
8,West Carroll,4,5/3/2020
8,West Carroll,4,5/4/2020
8,West Carroll,4,5/5/2020
8,West Carroll,4,5/6/2020
8,West Carroll,4,5/7/2020
8,West Carroll,4,5/8/2020
8,West Carroll,4,5/9/2020
8,West Carroll,4,5/10/2020
8,West Carroll,5,5/11/2020
8,West Carroll,5,5/12/2020
8,West Carroll,5,5/13/2020
8,West Carroll,6,5/14/2020
8,West Carroll,11,5/15/2020
8,West Carroll,12,5/16/2020
8,West Carroll,13,5/17/2020
8,West Carroll,18,5/18/2020
8,West Carroll,19,5/19/2020
8,West Carroll,19,5/20/2020
8,West Carroll,21,5/21/2020
8,West Carroll,33,5/22/2020
8,West Carroll,33,5/23/2020
8,West Carroll,33,5/24/2020
8,West Carroll,39,5/25/2020
8,West Carroll,41,5/26/2020
8,West Carroll,44,5/27/2020
8,West Carroll,56,5/28/2020
8,West Carroll,61,5/30/2020
8,West Carroll,62,5/31/2020
8,West Carroll,64,6/1/2020
8,West Carroll,66,6/2/2020
8,West Carroll,68,6/3/2020
8,West Carroll,68,6/4/2020
8,West Carroll,68,6/5/2020
8,West Carroll,74,6/6/2020
8,West Carroll,84,6/7/2020
8,West Carroll,86,6/8/2020
8,West Carroll,90,6/9/2020
8,West Carroll,99,6/10/2020
8,West Carroll,99,6/11/2020
8,West Carroll,99,6/12/2020
8,West Carroll,104,6/13/2020
8,West Carroll,112,6/14/2020
8,West Carroll,115,6/15/2020
8,West Carroll,114,6/16/2020
8,West Carroll,115,6/17/2020
2,West Feliciana,,3/14/2020
2,West Feliciana,,3/15/2020
2,West Feliciana,,3/16/2020
2,West Feliciana,,3/17/2020
2,West Feliciana,,3/18/2020
2,West Feliciana,,3/19/2020
2,West Feliciana,,3/20/2020
2,West Feliciana,,3/21/2020
2,West Feliciana,,3/22/2020
2,West Feliciana,,3/23/2020
2,West Feliciana,,3/24/2020
2,West Feliciana,,3/25/2020
2,West Feliciana,,3/26/2020
2,West Feliciana,1,3/27/2020
2,West Feliciana,4,3/28/2020
2,West Feliciana,4,3/29/2020
2,West Feliciana,4,3/30/2020
2,West Feliciana,4,3/31/2020
2,West Feliciana,8,4/1/2020
2,West Feliciana,10,4/2/2020
2,West Feliciana,11,4/3/2020
2,West Feliciana,18,4/4/2020
2,West Feliciana,19,4/5/2020
2,West Feliciana,30,4/6/2020
2,West Feliciana,31,4/7/2020
2,West Feliciana,32,4/8/2020
2,West Feliciana,38,4/9/2020
2,West Feliciana,41,4/10/2020
2,West Feliciana,45,4/11/2020
2,West Feliciana,46,4/12/2020
2,West Feliciana,46,4/13/2020
2,West Feliciana,46,4/14/2020
2,West Feliciana,47,4/15/2020
2,West Feliciana,55,4/16/2020
2,West Feliciana,60,4/17/2020
2,West Feliciana,74,4/18/2020
2,West Feliciana,74,4/19/2020
2,West Feliciana,78,4/20/2020
2,West Feliciana,81,4/21/2020
2,West Feliciana,82,4/22/2020
2,West Feliciana,84,4/23/2020
2,West Feliciana,89,4/24/2020
2,West Feliciana,97,4/25/2020
2,West Feliciana,103,4/26/2020
2,West Feliciana,104,4/27/2020
2,West Feliciana,109,4/28/2020
2,West Feliciana,111,4/29/2020
2,West Feliciana,115,4/30/2020
2,West Feliciana,129,5/1/2020
2,West Feliciana,142,5/2/2020
2,West Feliciana,149,5/3/2020
2,West Feliciana,153,5/4/2020
2,West Feliciana,156,5/5/2020
2,West Feliciana,158,5/6/2020
2,West Feliciana,174,5/7/2020
2,West Feliciana,176,5/8/2020
2,West Feliciana,183,5/9/2020
2,West Feliciana,184,5/10/2020
2,West Feliciana,184,5/11/2020
2,West Feliciana,186,5/12/2020
2,West Feliciana,187,5/13/2020
2,West Feliciana,181,5/14/2020
2,West Feliciana,184,5/15/2020
2,West Feliciana,184,5/16/2020
2,West Feliciana,186,5/17/2020
2,West Feliciana,188,5/18/2020
2,West Feliciana,190,5/19/2020
2,West Feliciana,192,5/20/2020
2,West Feliciana,193,5/21/2020
2,West Feliciana,194,5/22/2020
2,West Feliciana,195,5/23/2020
2,West Feliciana,196,5/24/2020
2,West Feliciana,200,5/25/2020
2,West Feliciana,205,5/26/2020
2,West Feliciana,205,5/27/2020
2,West Feliciana,205,5/28/2020
2,West Feliciana,208,5/30/2020
2,West Feliciana,209,5/31/2020
2,West Feliciana,211,6/1/2020
2,West Feliciana,212,6/2/2020
2,West Feliciana,215,6/3/2020
2,West Feliciana,216,6/4/2020
2,West Feliciana,220,6/5/2020
2,West Feliciana,220,6/6/2020
2,West Feliciana,222,6/7/2020
2,West Feliciana,222,6/8/2020
2,West Feliciana,224,6/9/2020
2,West Feliciana,225,6/10/2020
2,West Feliciana,225,6/11/2020
2,West Feliciana,226,6/12/2020
2,West Feliciana,229,6/13/2020
2,West Feliciana,231,6/14/2020
2,West Feliciana,231,6/15/2020
2,West Feliciana,234,6/16/2020
2,West Feliciana,239,6/17/2020
6,Winn,,3/14/2020
6,Winn,,3/15/2020
6,Winn,,3/16/2020
6,Winn,,3/17/2020
6,Winn,,3/18/2020
6,Winn,,3/19/2020
6,Winn,,3/20/2020
6,Winn,,3/21/2020
6,Winn,,3/22/2020
6,Winn,,3/23/2020
